# hostname;interval;timestamp;frmpg/s;bufpg/s;campg/s
axle;60;1416444397;-72757.62;0.33;70857.32
axle;60;1416444457;33698.99;0.42;-33283.27
axle;60;1416444517;-5322.37;0.22;6810.30
axle;60;1416444577;-12536.41;0.25;5804.72
axle;60;1416444637;10990.33;0.27;-4259.37
axle;60;1416444697;-2366.51;0.32;1781.85
axle;60;1416444757;-19561.04;0.28;20151.53
axle;60;1416444817;-4450.17;0.20;4365.61
axle;60;1416444877;88.92;0.18;6.20
axle;60;1416444937;-10082.81;0.15;8477.20
axle;60;1416444997;-370.22;0.37;341.67
axle;60;1416445057;1644.28;0.22;4.03
