Linux 3.0.101-0.15-default (axle) 	11/20/2014 	_x86_64_

01:36:53 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:37:53 AM     all     18.91      0.00      3.24      0.00      0.00     77.85
01:38:53 AM     all      9.11      0.00      1.72      0.00      0.00     89.17
01:39:53 AM     all      5.67      0.00      1.33      0.00      0.00     92.99
01:40:53 AM     all      5.78      0.00      0.87      0.00      0.00     93.35
01:41:53 AM     all      5.82      0.00      1.03      0.00      0.00     93.15
01:42:53 AM     all      5.00      0.00      1.96      0.00      0.00     93.04
01:43:53 AM     all      5.50      0.00      0.80      0.00      0.00     93.70
01:44:53 AM     all     12.39      0.00      2.41      0.00      0.00     85.20
